activiteitnaam,bewindspersoon,datum,locatie,subtitel,type,url
Bezoek aan de Departementale Ondernemingsraad,Alexandra van Huffelen,2021-04-09,Via digitale communicatietechnologie,,Werkbezoek,/actueel/agenda/2021/04/09/bezoek-aan-de-departementale-ondernemingsraad
Strategie sessie,Mark Rutte,2021-04-11,Catshuis,Strategie sessie over de bestrijding van het coronavirus.,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/04/11/strategie-sessie
Collegetour,,2021-04-12,Via communicatietechnologie,Minister Van Engelshoven is bij het college van studenten aan de Associate Degree opleiding Arts & Crafts aan de hogeschool ...,NA,/actueel/agenda/2021/04/12/collegetour
High Level Steering Group Education Cannot Wait,Sigrid Kaag,2021-04-12,via communicatietechnologie,,Internationale bijeenkomst,/actueel/agenda/2021/04/12/high-level-steering-group-education-cannot-wait
Veiligheidsberaad,,2021-04-12,Utrecht,,NA,/actueel/agenda/2021/04/12/veiligheidsberaad
Bestuurlijk Actieprogramma Dak- en Thuisloze Jongeren,,2021-04-12,via communicatietechnologie,Staatssecretaris Blokhuis heeft een bestuurlijk overleg met wethouders van de pilotgemeenten over de voortgang van het ...,NA,/actueel/agenda/2021/04/12/bestuurlijk-overleg-dak--en-thuisloze-jongeren
Gesprek met leerlingen voortgezet speciaal onderwijs over onderwijs in coronatijd,,2021-04-12,via communicatietechnologie,,NA,/actueel/agenda/2021/04/12/gesprek-met-leerlingen-voortgezet-speciaal-onderwijs-over-onderwijs-in-coronatijd
Bewindspersonenoverleg over mobiliteit en studenten,,2021-04-12,Via communicatietechnologie,Minister Van Engelshoven en staatssecretaris Van Veldhoven hebben een overleg over mobiliteit van studenten en de capaciteit in ...,NA,/actueel/agenda/2021/04/12/bewindspersonenoverleg-over-mobiliteit-en-studenten
Wetgevingsoverleg Wet betaald ouderschapsverlof,,2021-04-12,Den Haag,Minister Koolmees spreekt met de Tweede Kamer over de wet betaald ouderschapsverlof.,NA,/actueel/agenda/2021/04/12/wetgevingsoverleg-wet-betaald-ouderschapsverlof
"WCEF+climate ""field trip""",,2021-04-12,Via communicatietechnologie,,NA,/actueel/agenda/2021/04/12/wcefclimate-field-trip
Gesprek met de VNG,,2021-04-12,Via communicatietechnologie,,NA,/actueel/agenda/2021/04/12/gesprek-met-de-vng
Gesprek met de koning,Mark Rutte,2021-04-12,Den Haag,Wekelijks gesprek met de koning.,Gesprek,/actueel/agenda/2021/04/12/gesprek-met-de-koning
Gesprek met vergunninghouders adoptie,,2021-04-12,via communicatietechnologie,,NA,/actueel/agenda/2021/04/12/gesprek-met-vergunninghouders-adoptie
Overdragen stokje CO2 prestatieladder Liesbeth van Tongeren (wethouder Den Haag),,2021-04-12,Via communicatietechnologie,,NA,/actueel/agenda/2021/04/12/overdragen-stokje-co2-prestatieladder-wethouder
Werkbezoek Stichting Wateroverlast Sluiskil,,2021-04-12,Terneuzen,,NA,/actueel/agenda/2021/04/12/werkbezoek-stichting-wateroverlast-sluiskil
Bezoeken aan de Belastingdienst,Hans Vijlbrief,2021-04-12,Via communicatietechnologie,,Werkbezoek,/actueel/agenda/2021/04/12/bezoeken-aan-de-belastingdienst
Gastles Junior Academy Intermin,Mark Rutte,2021-04-12,Den Haag,,Werkbezoek,/actueel/agenda/2021/04/12/gastles-junior-academy-intermin
Kennismaking nieuwe voorzitter Nederlandse Organisatie Wetenschappelijk Onderzoek,,2021-04-12,Via communicatietechnologie,Minister Van Engelshoven voert een kennismakingsgesprek met de nieuwe voorzitter van de Nederlandse Organisatie Wetenschappelijk ...,NA,/actueel/agenda/2021/04/12/kennismaking-nieuwe-voorzitter-nwo
Coalitieoverleg,"Mark Rutte, Kajsa Ollongren",2021-04-12,Via communicatietechnologie,,Gesprek,/actueel/agenda/2021/04/12/coalitieoverleg
Van Braamlezing,,2021-04-12,Leiden,Minister Dekker houdt een Instagram livesessie voor de Van Braamlezing ter ere van de Dies Natalis van de Bestuurskundige ...,NA,/actueel/agenda/2021/04/12/van-braamlezing
Aanbieding ACVZ advies over bewaring,,2021-04-12,via communicatietechnologie,Staatssecretaris Broekers-Knol krijgt het advies van de Adviescommissie voor Vreemdelingenzaken over bewaring overhandigd. ,NA,/actueel/agenda/2021/04/12/aanbieding-acvz-advies-over-bewaring
"Overleg minister-president en vice-mp's, minister J&V en SG’s","Mark Rutte, Kajsa Ollongren, Carola Schouten,",2021-04-13,Den Haag,"Overleg met vice MP's Ollongren en Schouten, minister Grapperhaus (J&V) en SG’s van AZ, BZK, BZ, LNV, OCW en SZW over ...",Bestuurlijk overleg,/actueel/agenda/2021/04/13/overleg-mp-en-vice-mps
Verslag van schriftelijk overleg Leesoffensief,,2021-04-13,Den Haag,,Kamervergadering,/actueel/agenda/2021/04/13/verslag-van-schriftelijk-overleg-leesoffensief
Diverse bestuurlijke overleggen over coronamaatregelen hoger onderwijs,,2021-04-13,via communicatietechnologie,"Minister Van Engelshoven spreekt met bestuurders van de onderwijskoepels, studentenorganisaties en vakbonden over de ...",NA,/actueel/agenda/2021/04/13/diverse-bestuurlijke-overleggen-over-coronamaatregelen-hoger-onderwijs
Digitaal werkbezoek Vierstroom Zorg Thuis,,2021-04-13,Via communicatietechnologie,,NA,/actueel/agenda/2021/04/14/digitaal-werkbezoek-vierstroom-zorg-thuis
Ministeriële Commissie COVID-19,"Sigrid Kaag, Alexandra van Huffelen",2021-04-13,Den Haag,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/04/13/ministeriele-commissie-covid-19
Vragenuur en stemmingen,Carola Schouten,2021-04-13,Tweede Kamer,,Kamervergadering,/actueel/agenda/2021/04/13/vragenuur-en-stemmingen
Bezoek aan Uitvoerings- en Herstelorganisatie Toeslagen (UHT),Alexandra van Huffelen,2021-04-13,Utrecht,,Werkbezoek,/actueel/agenda/2021/04/13/bezoek-aan-uitvoerings--en-herstelorganisatie-toeslagen-uht
Onderraden en ministeriële overleggen,"Mark Rutte, Kajsa Ollongren, Alexandra van Huffelen",2021-04-13,Den Haag,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/04/13/onderraden-en-ministeriele-overleggen
Presentatie politie over criminele geldstromen,,2021-04-13,Den Haag,,NA,/actueel/agenda/2021/04/13/presentatie-politie-over-criminele-geldstromen
Gesprek met experts COVID-19 en het Koninkrijk,,2021-04-13,via communicatietechnologie,Staatssecretaris Blokhuis gaat in het kader van Lessons Learned in gesprek met experts over de aanpak van het corona virus in het ...,NA,/actueel/agenda/2021/04/13/gesprek-met-experts-covid-19-en-het-koninkrijk
Opening Circulaire Economie-week Californië,,2021-04-13,Via communicatietechnologie,,NA,/actueel/agenda/2021/04/13/opening-circulaire-economie-week-californie
Verslag van schriftelijk overleg Eindexamens,,2021-04-13,Den Haag,,NA,/actueel/agenda/2021/04/13/verslag-van-schriftelijk-overleg-eindexamens
Bestuurlijk Overleg Kinderopvang,,2021-04-13,Via communicatietechnologie,Minister Koolmees gaat in gesprek met de kinderopvangsector en FNV.,NA,/actueel/agenda/2021/04/13/bestuurlijk-overleg-kinderopvang
Ontvangst vertrekkend en aantredend commandant der Strijdkrachten,Mark Rutte,2021-04-13,Den Haag,,Ontvangst,/actueel/agenda/2021/04/13/ontvangst-vertrekkend-en-aantredend-commandant-der-strijdkrachten
Bestuurlijk overleg funderend onderwijs en corona,,2021-04-13,via communicatietechnologie,Minister Slob heeft een bestuurlijk overleg met een breed gezelschap van bestuurders over de coronamaatregelen in het funderend ...,NA,/actueel/agenda/2021/04/13/bestuurlijk-overleg-funderend-onderwijs-en-corona
Wekelijks regulier overleg minister-president en viceministers-presidenten,Kajsa Ollongren,2021-04-13,Den Haag,,Gesprek,/actueel/agenda/2021/04/13/wekelijks-regulier-overleg-minister-president-en-viceministers-presidenten
Gesprek met mensenrechtenorganisaties,,2021-04-13,via communicatietechnologie,Minister Grapperhaus gaat in gesprek met mensenrechtenorganisaties over het wetsvoorstel strafbaarstelling verblijf terroristisch ...,NA,/actueel/agenda/2021/04/13/gesprek-met-mensenrechtenorganisaties
Nationaal Jeugddebat,"Carola Schouten,",2021-04-14,Den Haag,,Evenement,/actueel/agenda/2021/04/14/nationaal-jeugddebat-over-discriminatie
Debat over het ontwerp-instemmingsbesluit gaswinning Groningenveld,Kajsa Ollongren,2021-04-14,Tweede Kamer,,Kamervergadering,/actueel/agenda/2021/04/14/debat-over-het-ontwerp-instemmingsbesluit-gaswinning-groningenveld
Kennismakingsgesprek met voorzitter Tweede Kamer,Mark Rutte,2021-04-14,Tweede Kamer,,Gesprek,/actueel/agenda/2021/04/14/kennismakingsgesprek-met-voorzitter-tweede-kamer
Gesprek met hulpverleners,,2021-04-14,via communicatietechnologie,Minister Grapperhaus gaat in gesprek met hulpverleners over het wetsvoorstel strafbaarstelling verblijf terroristisch ...,NA,/actueel/agenda/2021/04/14/gesprek-met-hulpverleners
In ontvangstname Staat van het Onderwijs 2020,,2021-04-14,Dordrecht,Minister Van Engelshoven en Minister Slob nemen de Staat van het Onderwijs 2020 in ontvangst.,Evenement,/actueel/agenda/2021/04/14/in-ontvangstname-staat-van-het-onderwijs-2020
VAO Mestbeleid,Carola Schouten,2021-04-14,Tweede Kamer,,Kamervergadering,/actueel/agenda/2021/04/14/vao-mestbeleid
Plenaire behandeling van de wijziging van de Wet uitbreiding slachtofferrechten,,2021-04-14,Eerste Kamer,,NA,/actueel/agenda/2021/04/14/plenaire-behandeling-van-de-wijziging-van-de-wet-uitbreiding-slachtofferrechten
Bijwonen voorstelling - pilot toegangstesten,,2021-04-14,Arnhem,,NA,/actueel/agenda/2021/04/14/pilotvoorstelling-toegangstesten
Werkbezoek Huis van Herstel en De Fabriek PI Almelo,,2021-04-14,Almelo,Minister Dekker brengt een werkbezoek aan het Huis van Herstel en De Fabriek van Penitentiaire Inrichting (PI) Almelo om o.a. te ...,NA,/actueel/agenda/2021/04/14/werkbezoek-huis-van-herstel-en-de-fabriek-pi-almelo
VSO Biotechnologie en Tuinbouw,Carola Schouten,2021-04-14,Tweede Kamer,,Kamervergadering,/actueel/agenda/2021/04/14/vso-biotechnologie-en-tuinbouw
VSO Wijziging Besluit houders van dieren vanwege aanpassing van verbod op gebruik stroomstootapparatuur,Carola Schouten,2021-04-14,Tweede Kamer,,Kamervergadering,/actueel/agenda/2021/04/14/vso-wijziging-besluit-houders-van-dieren-vanwege-aanpassing-van-verbod-op-gebruik-stroomstootapparatuur
Gesprek met kinderombudsman,,2021-04-14,via communicatietechnologie,Minister Slob voert een gesprek met de kinderombudsman over kinderen die thuis zitten door de coronapandemie. ,NA,/actueel/agenda/2021/04/14/gesprek-met-kinderombudsman
Algemeen overleg Eurogroep/Ecofinraad,"Wopke Hoekstra, Hans Vijlbrief",2021-04-14,Tweede Kamer,,Kamervergadering,/actueel/agenda/2021/04/14/algemeen-overleg-eurogroep-ecofinraad
In ontvangst nemen adviesrapport Roemer inz verbetering kwaliteit rijscholen,,2021-04-14,Den Haag,,NA,/actueel/agenda/2021/04/14/in-ontvangst-nemen-adviesrapport-roemer-inz-verbetering-kwaliteit-rijscholen
Werkbezoek CBR,,2021-04-14,Rijswijk,,NA,/actueel/agenda/2021/04/14/werkbezoek-cbr
Collegetour,,2021-04-14,via communicatietechnologie,"Minister van Engelshoven is bij het college van studenten van de master Onderwijs & Innovatie van de VU, om te zien hoe onderwijs ...",NA,/actueel/agenda/2021/04/14/collegetour
Oprichting Justice Action Coalition,Sigrid Kaag,2021-04-14,Den Haag,,Internationale bijeenkomst,/actueel/agenda/2021/04/14/oprichting-justice-action-coalition
VAO Nederlandse Voedsel- en Warenautoriteit (NVWA),Carola Schouten,2021-04-14,Tweede Kamer,,Kamervergadering,/actueel/agenda/2021/04/14/vao-nederlandse-voedsel--en-warenautoriteit-nvwa
Oudergesprekken,Alexandra van Huffelen,2021-04-14,Amsterdam,,Gesprek,/actueel/agenda/2021/04/14/oudergesprekken
Werkbezoek @ease,,2021-04-15,Rotterdam,"Staatssecretaris Blokhuis bezoekt vanwege het Steunpakket Jeugd @ease, een landelijk initiatief met de ambitie om jongeren van 12 ...",NA,/actueel/agenda/2021/04/15/werkbezoek-at-ease
Gesprek met  VNO-NCW en MKB-Nederland,,2021-04-15,via communicatietechnologie,,NA,/actueel/agenda/2021/04/15/gesprek-met-vno-ncw-en-mkb-nederland
Commissievergadering Raad Algemene Zaken,,2021-04-15,Tweede Kamer,,NA,/actueel/agenda/2021/04/15/commissievergadering-raad-algemene-zaken
Gesprek met HRM-directeuren uit het AWVN-netwerk,,2021-04-15,Digitaal,Minister Koolmees spreekt met directeuren Human Resource Management uit het AWVN-netwerk. ,NA,/actueel/agenda/2021/04/15/gesprek-met-hrm-directeuren-uit-het-awvn-netwerk
Gesprek met Nationale Ombudsman,Mark Rutte,2021-04-15,Den Haag,,Gesprek,/actueel/agenda/2021/04/15/gesprek-met-nationale-ombudsman
Gesprek met 2 huisartsenpraktijken,,2021-04-15,via communicatietechnologie,Minister Van Ark gaat in gesprek over digitalisering in de huisartsenpraktijk.,NA,/actueel/agenda/2021/04/15/gesprek-met-2-huisartsenpraktijken
Gesprek met vertrekkend voorzitter po-raad (primair onderwijs),,2021-04-15,Utrecht,,NA,/actueel/agenda/2021/04/15/gesprek-met-vertrekkend-voorzitter-po-raad-primair-onderwijs
Nationaal Jeugddebat,,2021-04-15,via communicatietechnologie,26ste Nationaal Jeugddebat met als onderwerp de balans tussen online en offline.,Evenement,/actueel/agenda/2021/04/15/nationaal-jeugddebat
In ontvangstname advies Onderwijsraad,,2021-04-15,via communicatietechnologie,Minister Van Engelshoven en minister Slob nemen het advies van de Onderwijsraad over differentiatie en selectie in het onderwijs ...,Evenement,/actueel/agenda/2021/04/15/in-ontvangstname-advies-onderwijsraad
Bewindspersonenoverleg over profijtbeginsel,,2021-04-15,via communicatietechnologie,"Minister Van Engelshoven is bij een overleg met minister-president Rutte, ministers Hoekstra, De Jonge, en Van ’t Wout over het ...",NA,/actueel/agenda/2021/04/15/bewindspersonenoverleg-over-profijtbeginsel
Gesprek met kandidaat-burgemeesters,Kajsa Ollongren,2021-04-15,Via communicatietechnologie,,Gesprek,/actueel/agenda/2021/04/15/gesprek-met-kandidaat-burgemeesters
Gesprek met voorzitter Koninklijke Beroepsorganisatie van Gerechtsdeurwaarders (KBvG),,2021-04-15,via communicatietechnologie,,NA,/actueel/agenda/2021/04/15/gesprek-met-voorzitter-koninklijke-beroepsorganisatie-van-gerechtsdeurwaarders-kbvg
Gesprek met slachtoffers van zedenmisdrijven,,2021-04-15,via communicatietechnologie,,NA,/actueel/agenda/2021/04/15/gesprek-met-slachtoffers-van-zedenmisdrijven
Debat coronavirus,"Mark Rutte,",2021-04-15,Tweede Kamer,,Kamervergadering,/actueel/agenda/2021/04/15/plenair-debat-corona
Bestuurlijk overleg met Raad van Toezicht ProDemos,Kajsa Ollongren,2021-04-15,Nader te bepalen,,Gesprek,/actueel/agenda/2021/04/15/bestuurlijk-overleg-met-raad-van-toezicht-prodemos
Gesprek met MKB-Nederland,Hans Vijlbrief,2021-04-15,Via communicatietechnologie,,Gesprek,/actueel/agenda/2021/04/15/gesprek-met-mkb-nederland
Gesprek met wethouder Wybenga van de gemeente Rotterdam,Kajsa Ollongren,2021-04-15,Nader te bepalen,,Gesprek,/actueel/agenda/2021/04/15/gesprek-met-wethouder-wybenga-van-de-gemeente-rotterdam
Gesprek met Stuurgroep Wind in de Zeilen,,2021-04-15,Den Haag,,NA,/actueel/agenda/2021/04/15/gesprek-met-stuurgroep-wind-in-de-zeilen
VSO overzicht van de ontwikkelingen op het gebied van de brand- en vluchtveiligheid van gebouwen,Kajsa Ollongren,2021-04-15,Tweede Kamer,,Kamervergadering,/actueel/agenda/2021/04/15/vso-overzicht-van-de-ontwikkelingen-op-het-gebied-van-de-brand--en-vluchtveiligheid-van-gebouwen
VAO discriminatie,Kajsa Ollongren,2021-04-15,Tweede Kamer,,Kamervergadering,/actueel/agenda/2021/04/15/vao-discriminatie
Oudergesprekken,Alexandra van Huffelen,2021-04-15,Den Haag,,Gesprek,/actueel/agenda/2021/04/15/oudergesprekken
Commissievergadering Raad Buitenlandse Zaken,,2021-04-15,Tweede Kamer,,NA,/actueel/agenda/2021/04/15/commissievergadering-raad-buitenlandse-zaken
Kennismakingsgesprek met bestuurder Regionale Publieke Omroep,,2021-04-15,via communicatietechnologie,,NA,/actueel/agenda/2021/04/15/kennismakingsgesprek-met-bestuurder-regionale-publieke-omroep
Gesprek delegatie chairman AEX,Wopke Hoekstra,2021-04-15,Via communicatietechnologie,,Gesprek,/actueel/agenda/2021/04/15/gesprek-delegatie-chairman-aex
World Circular Economy Forum,"Sigrid Kaag,",2021-04-15,Den Haag,,Internationale bijeenkomst,/actueel/agenda/2021/04/15/world-circular-economy-forum
"Gesprek staatssecretaris Knops, minister Bijleveld en staatssecretaris Visser",,2021-04-15,Via communicatietechnologie,,NA,/actueel/agenda/2021/04/15/gesprek-staatssecretaris-knops-minister-bijleveld-en-staatssecretaris-visser
Bestuurlijk overleg Corona en Economie,,2021-04-15,Digitaal,"Minister Koolmees gaat in gesprek met minister Van ’t Wout (EZK), FNV, VNO-NCV en de Stichting van de Arbeid (StvdA) in gesprek ...",NA,/actueel/agenda/2021/04/15/bestuurlijk-overleg-corona-en-economie
Bestuurlijk Overleg Vleessector,Carola Schouten,2021-04-15,via communicatietechnologie,,Bestuurlijk overleg,/actueel/agenda/2021/04/15/bestuurlijk-overleg-vleessector
Bestuurlijk overleg over de motie Futselaar,,2021-04-15,Digitaal,Minister Koolmees gaat in gesprek met minister Schouten (LNV) en de vleesindustrie over de motie Futselaar.,NA,/actueel/agenda/2021/04/15/bestuurlijk-overleg-over-de-motie-futselaar
VAO bouwen,Kajsa Ollongren,2021-04-15,Tweede Kamer,,Kamervergadering,/actueel/agenda/2021/04/15/vao-bouwen
Eurogroep,Wopke Hoekstra,2021-04-16,Via communicatietechnologie,Minister Hoekstra vertegenwoordigt Nederland bij de bijeenkomst van de ministers van Financiën van de 19 eurolanden.,Internationale bijeenkomst,/actueel/agenda/2021/04/16/eurogroep
Werkbezoek Heppie (t)huis,,2021-04-16,via communicatietechnologie,"Staatssecretaris Blokhuis brengt een digitaal werkbezoek aan Heppie (t)huis, een initiatief van Stichting het Vergeten Kind.",NA,/actueel/agenda/2021/04/16/werkbezoek-heppie-thuis
Ecofinraad,Wopke Hoekstra,2021-04-16,Via communicatietechnologie,Minister Hoekstra vertegenwoordigt Nederland bij de bijeenkomst van de ministers van Financiën van de 27 EU-lidstaten.,Internationale bijeenkomst,/actueel/agenda/2021/04/16/ecofinraad
Bezoek aan Uitvoerings- en Herstelorganisatie Toeslagen (UHT),Alexandra van Huffelen,2021-04-16,Via communicatietechnologie,,Werkbezoek,/actueel/agenda/2021/04/16/bezoek-aan-uitvoerings--en-herstelorganisatie-toeslagen-uht
Ministerraad,"Mark Rutte, Hugo de Jonge, Kajsa Ollongren, Carola Schouten, Sigrid Kaag, Wopke Hoekstra",2021-04-16,Via communicatietechnologie,De ministerraad heeft de  agenda vastgesteld. Na afloop van de ministerraad is de  besluitenlijst gepubliceerd. ,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2021/04/16/ministerraad
Gesprek met VNG over de TONK,,2021-04-16,Digitaal,Minister Koolmees gaat in gesprek met de Vereniging van Nederlandse Gemeenten (VNG) over de Tijdelijke Ondersteuning ...,NA,/actueel/agenda/2021/04/16/gesprek-met-vng-over-de-tonk
Gesprek met tijdelijk zaakgelastigde VS,,2021-04-16,via communicatietechnologie,,NA,/actueel/agenda/2021/04/16/gesprek-met-tijdelijk-zaakgelastigde-vs
