activiteitnaam,bewindspersoon,datum,locatie,subtitel,type,url
Bijwonen Herman Tjeenk Willink-lezing,Hanke Bruins Slot,2022-06-02,Den Haag,Minister Bruins Slot woont de Herman Tjeenk Willink-lezing bij.,Evenement,/actueel/agenda/2022/06/02/bijwonen-herman-tjeenk-willink-lezing
Transportraad,Mark Harbers,2022-06-02,Luxemburg,,Internationale bijeenkomst,/actueel/agenda/2022/06/02/transportraad
Commissiedebat Mijnbouw/Groningen,Hans Vijlbrief,2022-06-02,Den Haag,,Kamervergadering,/actueel/agenda/2022/06/02/commissiedebat-mijnbouw-groningen
Opnemen videoboodschap Internationale Arbeidsconferentie,Karien van Gennip,2022-06-02,Den Haag,,Evenement,/actueel/agenda/2022/06/02/opnemen-videoboodschap-internationale-arbeidsconferentie
Debat over werkwijze NCTV,Dilan Yeşilgöz-Zegerius,2022-06-02,Den Haag,Minister Yeşilgöz-Zegerius gaat in debat met de Tweede Kamer over de werkwijze van de NCTV.,Kamervergadering,/actueel/agenda/2022/06/02/debat-over-werkwijze-nctv
Ontvangst terugkeer forensisch opsporingsteam uit Oekraïne,Kajsa Ollongren,2022-06-02,Eindhoven,Minister Ollongren is aanwezig bij de terugkeer van het forensisch opsporingsteam uit Oekraïne.,Evenement,/actueel/agenda/2022/06/02/ontvangst-terugkeer-forensisch-opsporingsteam-uit-oekraine
Tweeminutendebat Verduurzaming Industrie,"Micky Adriaansens, Rob Jetten",2022-06-02,Tweede Kamer,,Kamervergadering,/actueel/agenda/2022/06/02/tweeminutendebat-verduurzaming-industrie
Commissie Inlichtingen- en Veiligheidsdiensten,Dilan Yeşilgöz-Zegerius,2022-06-02,Den Haag,,Kamervergadering,/actueel/agenda/2022/06/02/commissie-inlichtingen--en-veiligheidsdiensten
Ontvangst minister van Justitie Niger,Eric van der Burg,2022-06-02,Den Haag,"Staatssecretaris Van der Burg ontvangt de minister van Justitie van Niger, Mohamed Ikta Abdoulaye.",Ontvangst,/actueel/agenda/2022/06/02/ontvangst-minister-van-justitie-niger
Stockholm 50+,Vivianne Heijnen,2022-06-02,Stockholm,,Internationale bijeenkomst,/actueel/agenda/2022/06/02/stockholm-50
Onderraden en ministeriële overleggen,Robbert Dijkgraaf,2022-06-02,Den Haag,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2022/06/02/onderraden-en-ministeriele-overleggen
Bezoek aan MKB Nederland,Conny Helder,2022-06-02,Den Haag,Minister Helder bezoekt MKB Nederland in het kader van Programma ‘Onbeperkt Meedoen’.,Werkbezoek,/actueel/agenda/2022/06/02/bezoek-aan-mkb-nederland
Kennismakingsgesprek met voorzitter van de Koninklijke Notariële Beroepsorganisaties,Hugo de Jonge,2022-06-02,de,Minister De Jonge heeft een Kennismakingsgesprek met Annerie Ploumen voorzitter van de Koninklijke Notariële Beroepsorganisaties.,Gesprek,/actueel/agenda/2022/06/02/kennismakingsgesprek-met-voorzitter-van-de-koninklijke-notariele-beroepsorganisaties
Rondetafelbijeenkomst Nationaal Historisch Museum,Gunay Uslu,2022-06-02,Arnhem,Staatssecretaris Uslu organiseert een rondetafelbijeenkomst over het Nationaal Historisch Museum met experts uit het veld en ...,Gesprek,/actueel/agenda/2022/06/02/rondetafelbijeenkomst-nationaal-historisch-museum
Kennismaking voorzitter en algemeen directeur Zorgverzekeraars Nederland,Aukje de Vries,2022-06-02,Zeist,,Gesprek,/actueel/agenda/2022/06/02/kennismaking-zorgverzekeraars-nederland
Gesprek met de heer Godfried Engbersen over het sociaal minimum,Carola Schouten,2022-06-02,Den Haag,,Gesprek,/actueel/agenda/2022/06/02/gesprek-met-de-heer-godfried-engbersen-over-het-sociaal-minimum
Verzameldebat medische ethiek en orgaandonatie,Ernst Kuipers,2022-06-02,Den Haag,,Kamervergadering,/actueel/agenda/2022/06/02/verzameldebat-medische-ethiek-en-orgaandonatie
Opening Fashion Biënnale,Gunay Uslu,2022-06-02,Arnhem,,Evenement,/actueel/agenda/2022/06/02/opening-fashion-biennale
In ontvangst name advies “Dienstbare dienstverlening” van het Nederlands Comité voor Ondernemerschap,Micky Adriaansens,2022-06-02,Den Haag,,Ontvangst,/actueel/agenda/2022/06/02/in-ontvangst-name-advies-dienstbare-dienstverlening
Bewindspersonenoverleg hoofdlijnen langetermijnstrategie Covid-19,Robbert Dijkgraaf,2022-06-02,Via communicatietechnologie,,Gesprek,/actueel/agenda/2022/06/02/bewindspersonenoverleg-hoofdlijnen-langetermijnstrategie-covid
Bestuurlijk overleg JOB Mbo,Robbert Dijkgraaf,2022-06-02,Den Haag,Minister Dijkgraaf heeft een periodiek bestuurlijk overleg met JOB Mbo.,Bestuurlijk overleg,/actueel/agenda/2022/06/02/bestuurlijk-overleg-job-mbo
Gesprek met de Landelijke Studenten Vakbond (LSVb) over studentenhuisvesting,Hugo de Jonge,2022-06-02,Den Haag,,Gesprek,/actueel/agenda/2022/06/02/gesprek-met-de-landelijke-studenten-vakbond-lsvb-over-studentenhuisvesting
Speech bij Housing first Nederland,Maarten van Ooijen,2022-06-02,Utrecht,Staatssecretaris Van Ooijen spreekt bij het jaarevent van Housing First Nederland.,Werkbezoek,/actueel/agenda/2022/06/02/speech-bij-housing-first-nederland
Formele Telecomraad (digitalisering),Alexandra van Huffelen,2022-06-02,Luxemburg,,Evenement,/actueel/agenda/2022/06/02/formele-telecomraad-digitalisering
Gastcollege Hogere Defensie Vorming,Kajsa Ollongren,2022-06-02,Breda,Minister Ollongren verzorgt een gastcollege voor de studenten van de Hogere Defensie Vorming aan de Nederlandse Defensieacademie.,Evenement,/actueel/agenda/2022/06/02/gastcollege-hogere-defensie-vorming
Tweeminutendebat wereldwijde aanpak van COVID-19,Liesje Schreinemacher,2022-06-02,Tweede Kamer,,Kamervergadering,/actueel/agenda/2022/06/02/tweeminutendebat-wereldwijde-aanpak-van-covid-19
Baas van Morgen JINC,Karien van Gennip,2022-06-02,Den Haag,Minister Van Gennip legt de eed/belofte af bij de Baas van morgen.,Ontvangst,/actueel/agenda/2022/06/02/baas-van-morgen-jinc
Tweeminutendebat Telecomraad,Micky Adriaansens,2022-06-02,Tweede Kamer,,Kamervergadering,/actueel/agenda/2022/06/02/tweeminutendebat-telecomraad
Kennismakingsgesprek met Adjunct Secretaris-Generaal van de Benelux Unie,Karien van Gennip,2022-06-02,Den Haag,"Kennismakingsgesprek met Frans Weekers, Adjunct Secretaris-Generaal van de Benelux Unie.",Gesprek,/actueel/agenda/2022/06/02/kennismakingsgesprek-met-adjunct-secretaris-generaal-van-de-benelux-unie
Tweeminutendebat Berichtenservice eMates,Franc Weerwind,2022-06-02,Den Haag,Minister Weerwind gaat in debat met de Tweede Kamer over berichtenservice eMates.,Kamervergadering,/actueel/agenda/2022/06/02/tweeminutendebat-berichtenservice-emates
Kennismaking NL-sportraad,Maarten van Ooijen,2022-06-02,Via communicatietechnologie,Staatssecretaris Van Ooijen maakt kennis met de directie van de NL-sportraad.,Gesprek,/actueel/agenda/2022/06/02/kennismaking-nl-sportraad
Gesprek over anti-discriminatiewetgeving,Hanke Bruins Slot,2022-06-02,Den Haag,"Minister Bruins Slot heeft een gesprek met Ruard Ganzevoort (EK lid), Candacé van der Bijl (Griffier EK), Ashley Terlouw ...",Gesprek,/actueel/agenda/2022/06/02/gesprek-over-anti-discriminatiewetgeving
Tweeminutendebat gevolgen van oorlog in Oekraïne voor Nederlands bedrijfsleven,"Micky Adriaansens, Liesje Schreinemacher",2022-06-02,Tweede Kamer,Minister Schreinemacher en minister Adriaansens nemen in de Tweede Kamer deel aan het tweeminutendebat over de gevolgen van de ...,Kamervergadering,/actueel/agenda/2022/06/02/tweeminutendebat-gevolgen-van-oorlog-in-oekraine-voor-nederlands-bedrijfsleven
Gesprekken minister Helder over sport,Conny Helder,2022-06-02,Den Haag,Minister Helder heeft gesprekken met: vertegenwoordiging sportsector (overleg naar aanleiding van brief ‘Nederland vitaal en in ...,Gesprek,/actueel/agenda/2022/06/02/gesprekken-minister-helder
Plenair debat Voorjaarsnota,Sigrid Kaag,2022-06-02,Den Haag,,Kamervergadering,/actueel/agenda/2022/06/02/plenair-debat-voorjaarsnota
Gesprekken staatssecretaris Van Rij,Marnix van Rij,2022-06-02,Den Haag,"Staatssecretaris Van Rij heeft gesprekken met: belangenvereniging Tankstations (BETA) Reinier van Zutphen (Nationale Ombudsman), ...",Gesprek,/actueel/agenda/2022/06/02/gesprekken-staatssecretaris-van-rij
Ontvangst Kroatische minister van Binnenlandse Zaken,Eric van der Burg,2022-06-02,Den Haag,"Staatssecretaris Van der Burg ontvangt de minister van Binnenlandse Zaken van Kroatië, Davor Božinović.",Ontvangst,/actueel/agenda/2022/06/02/ontvangst-kroatische-minister-van-binnenlandse-zaken
Kennismaking met voorzitter en griffier Eerste Kamer,Carola Schouten,2022-06-02,Eerste Kamer,,Gesprek,/actueel/agenda/2022/06/02/kennismaking-met-vz-eerste-kamer
Bewindspersonenoverleg over dakloosheid en armoede,"Carola Schouten, Maarten van Ooijen",2022-06-02,Via communicatietechnologie,"Overleg minister Schouten en staatssecretaris Van Ooijen over dakloosheid/armoede en Actieprogramma Preventie geldzorgen, armoede ...",Gesprek,/actueel/agenda/2022/06/02/overleg-over-dakloosheid-en-armoede
Bezoek aan Invest International,Liesje Schreinemacher,2022-06-02,Den Haag,,Werkbezoek,/actueel/agenda/2022/06/02/bezoek-aan-invest-international
Werkbezoek Kinderopvangtoeslag,Aukje de Vries,2022-06-02,Utrecht,"Staatssecretaris De Vries brengt een bezoek aan Uitvoeringsorganisatie Herstel Toeslagen, afdeling Kinderopvangtoeslag.",Werkbezoek,/actueel/agenda/2022/06/02/werkbezoek-kinderopvangtoeslag
Tweeminutendebat RBZ Handel,Liesje Schreinemacher,2022-06-02,Tweede Kamer,Minister Schreinemacher neemt in de Tweede Kamer deel aan het tweeminutendebat over de RBZ Handel.,Kamervergadering,/actueel/agenda/2022/06/02/tweeminutendebat-rbz-handel
Bestuurlijk Overleg Natuurorganisaties,Christianne van der Wal-Zeggelink,2022-06-02,Via communicatietechnologie,"Bestuurlijk overleg met Provincie Zeeland, IPO, Staatsbosbeheer, Bosgroepen, LTO noord, Boer en natuur, Flevoland, Landschappen, ...",Bestuurlijk overleg,/actueel/agenda/2022/06/02/bestuurlijk-overleg-natuurorganisaties
Spreken bij NVVB Jaarcongres,Alexandra van Huffelen,2022-06-02,Noordwijkerhout,,Evenement,/actueel/agenda/2022/06/02/spreken-bij-nvvb-jaarcongres
Commissiedebat Kennisveiligheid,Robbert Dijkgraaf,2022-06-02,Den Haag,Minister Dijkgraaf neemt deel aan een commissiedebat over kennisveiligheid in de Tweede Kamer.,Kamervergadering,/actueel/agenda/2022/06/02/commissiedebat-kennisveiligheid
Opening Holland festival,Robbert Dijkgraaf,2022-06-03,Amsterdam,Minister Dijkgraaf is aanwezig bij de opening van het Holland Festival in Carré.,Evenement,/actueel/agenda/2022/06/03/opening-holland-festival
Presentatie JOB-monitor,Robbert Dijkgraaf,2022-06-03,Den Haag,Minister Dijkgraaf is aanwezig bij de presentatie van de JOB-monitor in het ROC Mondriaan.,Evenement,/actueel/agenda/2022/06/03/presentatie-job-monitor
Opening Expositie Lieuwe van Gogh,Gunay Uslu,2022-06-03,Amsterdam,,Evenement,/actueel/agenda/2022/06/03/opening-expositie-lieuwe-van-gogh
Onderraden en ministeriële overleggen,"Carola Schouten, Robbert Dijkgraaf, Kajsa Ollongren, Karien van Gennip, Christophe van der Maat, Hans Vijlbrief",2022-06-03,Den Haag,,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2022/06/03/onderraden-en-ministeriele-overleggen
Kennismakingsgesprek met Nationale Ombudsman,Hugo de Jonge,2022-06-03,Den Haag,Minister De Jonge heeft een kennismakingsgesprek met Reinier van Zutphen Nationale Ombudsman.,Gesprek,/actueel/agenda/2022/06/03/kennismakingsgesprek-met-nationale-ombudsman
Gesprek met minister van EZK over datacenters,Hugo de Jonge,2022-06-03,Den Haag,Minister De Jonge heeft een gesprek met minister Adriaansens (EZK) over datacenters.,Gesprek,/actueel/agenda/2022/06/03/gesprek-met-minister-van-ezk-over-datacenters
Openingsvoorstelling Holland Festival,Gunay Uslu,2022-06-03,Amsterdam,Staatssecretaris Uslu bezoekt de openingsvoorstelling ‘Mother Nature’ van het Holland Festival.,Werkbezoek,/actueel/agenda/2022/06/03/openingsvoorstelling-holland-festival
Telecomraad,Micky Adriaansens,2022-06-03,Luxemburg,,Internationale bijeenkomst,/actueel/agenda/2022/06/03/t-telecomraad
Raad Buitenlandse Zaken/Handel,Liesje Schreinemacher,2022-06-03,Luxemburg,,Internationale bijeenkomst,/actueel/agenda/2022/06/03/raad-buitenlandse-zaken-handel
Werkbezoek met cvdK Drenthe aan PI Veenhuizen,Franc Weerwind,2022-06-03,Veenhuizen,Minister Weerwind brengt samen met de commissaris van de Koning (cvdK) in Drenthe Klijnsma een werkbezoek aan Penitentiaire ...,Werkbezoek,/actueel/agenda/2022/06/03/werkbezoek-met-cvdk-drenthe-aan-pi-veenhuizen
Werkbezoek en kennismaking NVAO,Robbert Dijkgraaf,2022-06-03,Den Haag,Minister Dijkgraaf heeft een werkbezoek bij en een kennismaking met de NVAO.,Werkbezoek,/actueel/agenda/2022/06/03/werkbezoek-en-kennismaking-nvao
Bestuurlijk overleg Burgemeester en Wethouder Gemeente West Betuwe,Christophe van der Maat,2022-06-03,Den Haag,Staatssecretaris Van der Maat heeft een bestuurlijk overleg met de Burgemeester en Wethouder van de Gemeente West Betuwe over het ...,Bestuurlijk overleg,/actueel/agenda/2022/06/03/overleg-met-burgemeester-en-wethouder-gemeente-west-betuwe
Ministerraad,"Mark Rutte, Sigrid Kaag, Wopke Hoekstra, Carola Schouten, Dilan Yeşilgöz-Zegerius, Hanke Bruins Slot, Robbert Dijkgraaf, Kajsa Ollongren, Mark Harbers, Micky Adriaansens, Karien van Gennip, Ernst Kuipers, Liesje Schreinemacher, Franc Weerwind, Hugo de Jonge, Rob Jetten, Christianne van der Wal-Zeggelink, Conny Helder, Eric van der Burg, Marnix van Rij, Hans Vijlbrief, Maarten van Ooijen",2022-06-03,Den Haag,Viceminister-president Schouten heeft na de ministerraad een persconferentie gegeven. Met hierin aandacht voor de oorlog in ...,"Ministerraad, onderraad, ministerieel overleg",/actueel/agenda/2022/06/03/ministerraad
Bestuurlijk overleg met ISO over studiefinanciering,Robbert Dijkgraaf,2022-06-03,Den Haag,Minister Dijkgraaf spreekt met het ISO over studiefinanciering.,Bestuurlijk overleg,/actueel/agenda/2022/06/03/bestuurlijk-overleg-over-studiefinanciering
Bewindspersonenoverleg Opvang,Carola Schouten,2022-06-03,Den Haag,Minister Schouten neemt deel aan een bewindspersonenoverleg over opvang.,Gesprek,/actueel/agenda/2022/06/03/bwo-opvang
Gesprek met Indonesische minister Basuki Hadimuljono (Publieke Werken),Mark Harbers,2022-06-03,Den Haag,Minister Harbers spreekt met Indonesische minister van Publieke Werken.,Gesprek,/actueel/agenda/2022/06/03/gesprek-met-indonesische-minister-basuki-hadimuljono
Gesprek met Maleisische minister Sri Tuan Ibharim Tuan Man (Milieu en Water),Mark Harbers,2022-06-03,Den Haag,Minister Harbers spreekt met Maleisische minister van Milieu en Water.,Gesprek,/actueel/agenda/2022/06/03/gesprek-met-maleisische-minister-sri-tuan-ibharim-tuan-man
Première van het Hans van Manen Festival,Robbert Dijkgraaf,2022-06-06,Amsterdam,Minister Dijkgraaf is bij de première van het Hans van Manen Festival.,Evenement,/actueel/agenda/2022/06/06/premiere-hans-van-manen-festival
Ontvangst minister-president Di Rupo van Wallonië,Mark Rutte,2022-06-07,Den Haag,Minister-president Rutte ontvangt minister-president Di Rupo van Wallonië voor een werkdiner op het ministerie van Algemene ...,Gesprek,/actueel/agenda/2022/06/07/ontvangst-minister-president-di-rupo-van-wallonie
Bewindspersonenoverleg Visie op arbeidsmarktkrapte,Robbert Dijkgraaf,2022-06-07,Den Haag,Minister Dijkgraaf neemt deel aan een bewindspersonenoverleg over visie op arbeidsmarktkrapte.,Gesprek,/actueel/agenda/2022/06/07/bewindspersonenoverleg-visie-op-arbeidsmarktkrapte
Innovation Summit,Micky Adriaansens,2022-06-07,Amsterdam,"In aanwezigheid van de Zweedse Kroonprinses en de Zweedse staatssecetaris Business, Industry and Innovation.",Evenement,/actueel/agenda/2022/06/07/innovation-summit
Tweeminutendebat voortgangsrapportage lood in drinkwater,Hugo de Jonge,2022-06-07,Den Haag,,Kamervergadering,/actueel/agenda/2022/06/07/tweeminutendebat-voortgangsrapportage-lood-in-drinkwater
Expertmeeting gasleveringszekerheid,Rob Jetten,2022-06-07,Den Haag,"Met de minister van Economische Zaken en Klimaat, staatssecretaris Mijnbouw, Gasunie, TNO, Common Futures, HCSS, SodM, ...",Gesprek,/actueel/agenda/2022/06/07/expertmeeting-gasleveringszekerheid
Werkbezoek aan Ida Gerhardt Academie,,2022-06-07,Geldermalsen,,NA,/actueel/agenda/2022/06/07/digitaal-werkbezoek-aan-de-ida-gerhardt-academie-in-geldermalsen
Gesprek met Eurocommissaris,Dilan Yeşilgöz-Zegerius,2022-06-07,via communicatietechnologie,Staatssecretaris Van der Burg spreekt met Eurocommissaris Homa Affairs Johansson.,Gesprek,/actueel/agenda/2022/06/07/gesprek-met-eurocommissaris
Speech bij 10 jaar Sustainable Finance Lab,Sigrid Kaag,2022-06-07,Utrecht,,Evenement,/actueel/agenda/2022/06/07/speech-bij-10-jaar-sustainable-finance-lab
Extra Veiligheidsberaad,"Dilan Yeşilgöz-Zegerius, Eric van der Burg",2022-06-07,via communicatietechnologie,,Bestuurlijk overleg,/actueel/agenda/2022/06/07/extra-veiligheidsberaad
Kennismaken met Vereniging van Toezichthouders van Woningcorporaties,Hugo de Jonge,2022-06-07,Den Haag,"Minister De Jonge heeft een kennismakingsgesprek met Albert Kerssies, Vereniging van Toezichthouders van Woningcorporaties.",Gesprek,/actueel/agenda/2022/06/07/kennismaken-met-vereniging-van-toezichthouders-van-woningcorporaties
Gesprek met de burgemeester van Heerlen,Vivianne Heijnen,2022-06-07,Via communicatietechnologie,Staatssecretaris Heijnen spreekt met de burgemeester van Heerlen over de ontwikkelingen in Heerlen en regio op het gebied van ...,Gesprek,/actueel/agenda/2022/06/07/gesprek-met-de-burgemeester-van-heerlen
Welkom heten Voorjaarsoverleg Transgenderzorg,Ernst Kuipers,2022-06-07,Den Haag,"Minister Kuipers heet partijen uit de transgenderzorg (zorgaanbieders, zorgverzekeraars, patiëntenorganisaties, wetenschappers, ...",Gesprek,/actueel/agenda/2022/06/07/welkom-heten-voorjaarsoverleg-transgenderzorg
Tweeminutendebat Financiën decentrale overheden en versterking lokaal bestuur,Hanke Bruins Slot,2022-06-07,Den Haag,,Kamervergadering,/actueel/agenda/2022/06/07/tweeminutendebat-financien-decentrale-overheden-en-versterking-lokaal-bestuur
Nationaal Platform Criminaliteitsbeheersing,Dilan Yeşilgöz-Zegerius,2022-06-07,Rotterdam,,Bestuurlijk overleg,/actueel/agenda/2022/06/07/nationaal-platform-criminaliteitsbeheersing
Kennismaking met het Rode Kruis,Alexandra van Huffelen,2022-06-07,Den Haag,Staatssecretaris Van Huffelen heeft een kennismakingsgesprek met Marieke van Schaik en Carla Jonkers van het Rode Kruis. ,Gesprek,/actueel/agenda/2022/06/07/kennismaking-met-het-rode-kruis
Gesprek Internationale Jongerenadviescommissie,Liesje Schreinemacher,2022-06-07,Den Haag,Minister Schreinemacher heeft een gesprek met de Internationale Jongerenadviescommissie.,Gesprek,/actueel/agenda/2022/06/07/gesprek-internationale-jongerenadviescommissie
"Gesprek met de president van de Algemene Rekenkamer, de heer Visser",Mark Rutte,2022-06-07,Den Haag,Periodiek overleg met de president van de Algemene Rekenkamer. Op de agenda staat onder andere het verantwoordingsonderzoek.,Gesprek,/actueel/agenda/2022/06/07/gesprek-president-van-de-algemene-rekenkame
Gesprek B12-instellingen,Gunay Uslu,2022-06-07,Den Haag,"Staatssecretaris Uslu gaat in gesprek met Henca Maduro, vertegenwoordiger van de B12 -instellingen van het Fonds voor ...",Gesprek,/actueel/agenda/2022/06/07/gesprek-b12-instellingen
Mondeling overleg gegevensuitwisseling,Ernst Kuipers,2022-06-07,Den Haag,,Kamervergadering,/actueel/agenda/2022/06/07/mondeling-overleg-gegevensuitwisseling
Kennismaken met voorzitter en secretaris Commissie Mijnbouwschade,Hans Vijlbrief,2022-06-07,Den Haag,,Gesprek,/actueel/agenda/2022/06/07/kennismaken-met-voorzitter-en-secretaris-commissie-mijnbouwschade
Gesprek met staatssecretaris Financiën en de ABD,"Hanke Bruins Slot, Marnix van Rij",2022-06-07,Via communicatietechnologie,Minister Bruins Slot heeft een gesprek met staatssecretaris Van Rij van Financiën en José Lazeroms (ABD) over het proces ...,Gesprek,/actueel/agenda/2022/06/07/gesprek-met-staatssecretaris-financien-en-de-abd
OECD Labour Ministerial Organisation en Ministerial Panel,Karien van Gennip,2022-06-07,Parijs,Minister Van Gennip neemt deel aan OECD Labour Ministerial Organisation (7 juni) en Ministerial Panel (8 juni).,Internationale bijeenkomst,/actueel/agenda/2022/06/07/oecd-labour-ministerial-organisation
Maandelijks overleg met BC Bonaire,Alexandra van Huffelen,2022-06-07,Via communicatietechnologie,,Gesprek,/actueel/agenda/2022/06/07/maandelijks-overleg-met-bc-bonaire
Kennismaking met voorzitter Noordzeeoverleg,Mark Harbers,2022-06-07,Den Haag,Kennismaking met voorzitter Noordzeeoverleg mevrouw Dekker. ,Gesprek,/actueel/agenda/2022/06/07/kennismaking-met-voorzitter-noordzeeoverleg
